13107200,100,10000,350
13107200,100,10000,299
13107200,100,10000,436
13107200,100,10000,494
13107200,100,10000,287
13107200,100,10000,367
13107200,100,10000,481
13107200,100,10000,394
13107200,100,10000,313
13107200,100,10000,350
13107200,100,10000,397
13107200,100,10000,326
13107200,100,10000,285
13107200,100,10000,373
13107200,100,10000,388
13107200,100,10000,659
13107200,100,10000,367
13107200,100,10000,375
13107200,100,10000,335
13107200,100,10000,229
13107200,100,10000,379
13107200,100,10000,338
13107200,100,10000,885
13107200,100,10000,387
13107200,100,10000,343
13107200,100,10000,369
13107200,100,10000,224
13107200,100,10000,345
13107200,100,10000,338
13107200,100,10000,295
13107200,100,10000,302
13107200,100,10000,337
13107200,100,10000,387
13107200,100,10000,419
13107200,100,10000,263
13107200,100,10000,448
13107200,100,10000,372
13107200,100,10000,258
13107200,100,10000,329
13107200,100,10000,830
