1638400,100,10000,380
1638400,100,10000,234
1638400,100,10000,322
1638400,100,10000,323
1638400,100,10000,352
1638400,100,10000,316
1638400,100,10000,320
1638400,100,10000,410
1638400,100,10000,233
1638400,100,10000,343
1638400,100,10000,313
1638400,100,10000,296
1638400,100,10000,334
1638400,100,10000,232
1638400,100,10000,305
1638400,100,10000,420
1638400,100,10000,348
1638400,100,10000,353
1638400,100,10000,363
1638400,100,10000,890
1638400,100,10000,388
1638400,100,10000,631
1638400,100,10000,279
1638400,100,10000,429
1638400,100,10000,320
1638400,100,10000,376
1638400,100,10000,434
1638400,100,10000,322
1638400,100,10000,387
1638400,100,10000,366
1638400,100,10000,326
1638400,100,10000,339
1638400,100,10000,336
1638400,100,10000,222
1638400,100,10000,262
1638400,100,10000,389
1638400,100,10000,317
1638400,100,10000,330
1638400,100,10000,401
1638400,100,10000,325
